id,Nombre,Ciudad,Año,Kilometros,Combustible,Tipo_marchas,Mano,Consumo,Motor_CC,Potencia,Asientos,Descuento,Precio_cat
2363,Tata Zest Revotron 1.2T XM,H,2015,39208,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,5.0,7.63,3
2364,Mahindra Quanto C4,F,2012,90049,Diesel,Manual,First,17.21 kmpl,1493 CC,100 bhp,7.0,,3
2365,BMW X3 xDrive30d M Sport,K,2016,49000,Diesel,Automatic,First,16.55 kmpl,2993 CC,258 bhp,5.0,,5
2366,Hyundai i20 1.2 Magna,H,2014,44612,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5.0,,3
2367,Honda City i-VTEC VX,E,2013,38622,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,12.68,3
2368,Tata Zest Quadrajet 1.3 75PS XE,F,2016,125000,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5.0,8.09,3
2369,Mercedes-Benz E-Class 2015-2017 E250 Edition E,E,2017,43477,Diesel,Automatic,First,15.0 kmpl,2143 CC,204 bhp,5.0,,5
2370,Ford EcoSport 1.5 TDCi Titanium,D,2014,72563,Diesel,Manual,Second,22.77 kmpl,1498 CC,98.59 bhp,5.0,,3
2371,Honda City i DTEC SV,,2014,40000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,,3
2372,Maruti Swift Dzire LDI,J,2014,68462,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,,3
2373,Maruti Omni MPI CARGO BSIV,I,2015,23000,,Manual,First,16.8 kmpl,796 CC,34.2 bhp,5.0,,1
2374,BMW 5 Series 520d Luxury Line,L,2013,55000,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5.0,63.71,5
2375,Mercedes-Benz New C-Class C 250 CDI Elegance,F,,65000,Diesel,Automatic,First,14.94 kmpl,2143 CC,204 bhp,5.0,,5
2376,Renault KWID RXT,F,2016,48000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,,3
,Volkswagen Polo Diesel Trendline 1.2L,F,2013,86300,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,3
2378,Maruti Ciaz VXi Plus,H,2016,51950,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5.0,,3
2379,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,C,2010,130923,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,5.0,,4
2380,Hyundai i10 Magna AT,E,2011,50058,Petrol,Automatic,First,19.2 kmpl,1197 CC,80 bhp,5.0,,3
2381,Maruti Swift VDI BSIV,I,2011,60020,Diesel,Manual,First,17.8 kmpl,1248 CC,,5.0,,2
2382,Maruti Wagon R VXI BS IV,I,2014,17400,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5.0,,2
2383,Renault Duster 110PS Diesel RxZ,C,2012,135000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5.0,,3
2384,Toyota Innova 2.5 GX (Diesel) 8 Seater,J,2013,91200,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8.0,,4
2385,Mahindra XUV500 W8 2WD,I,2013,43000,Diesel,Manual,First,,2179 CC,140 bhp,7.0,,3
2386,Maruti Wagon R VXi BSII,C,2012,82000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,2
2387,BMW X6 xDrive 40d,F,2013,58000,Diesel,Automatic,First,11.2 kmpl,2993 CC,306 bhp,4.0,,5
2388,,,2017,23540,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,3
2389,Maruti Alto 800 LXI,G,2015,25000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,2
2390,Maruti Zen VXi - BS III,G,2000,90000,Petrol,Manual,Second,17.3 kmpl,993 CC,60 bhp,5.0,,1
2391,Maruti Swift Dzire ZXi,H,2014,49386,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5.0,,3
2392,BMW 3 Series 320d Highline,D,2010,83000,Diesel,Automatic,First,16.07 kmpl,1995 CC,181 bhp,5.0,,4
2393,Maruti Alto LX,G,2010,125000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,1
2394,Honda City i DTEC VX,G,2014,71649,Diesel,Manual,First,25.1 kmpl,1498 CC,,5.0,,3
2395,Toyota Corolla H4,I,2008,80000,Petrol,Automatic,First,11.3 kmpl,1794 CC,125 bhp,5.0,,2
2396,Toyota Fortuner 3.0 Diesel,G,2010,144113,Diesel,Manual,Second,11.5 kmpl,2982 CC,171 bhp,7.0,,4
2397,Mahindra XUV500 W6 2WD,E,2016,67995,Diesel,Manual,,16.0 kmpl,2179 CC,140 bhp,7.0,,4
2398,Honda Accord 2001-2003 2.3 VTi L AT,K,2010,84000,Petrol,Automatic,Second,11.1 kmpl,2354 CC,142 bhp,5.0,,3
2399,Hyundai Xcent 1.2 CRDi S,B,2016,50000,Diesel,Manual,First,25.4 kmpl,1186 CC,73.97 bhp,5.0,8.84,3
2400,Maruti Wagon R VXI,B,2014,43628,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5.0,5.61,2
2401,Hyundai i10 Sportz,,2014,60000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2
2402,Toyota Innova Crysta 2.8 ZX AT,B,2017,30000,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,27,5
2403,Chevrolet Cruze LTZ,E,2014,64042,Diesel,Manual,First,17.3 kmpl,1998 CC,163.7 bhp,5.0,,3
2404,Chevrolet Beat Diesel LS,E,2014,55012,Diesel,Manual,Second,25.44 kmpl,936 CC,57.6 bhp,5.0,,3
2405,Honda Jazz VX,J,2015,62178,Petrol,Manual,First,18.2 kmpl,1199 CC,88.7 bhp,5.0,8.85,3
2406,,J,2013,33746,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5.0,6.63,2
2407,Toyota Innova Crysta 2.4 ZX MT,L,2016,54000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,23.14,5
2408,Volkswagen Polo 1.2 MPI Highline Plus,F,2017,18500,Petrol,Manual,First,16.2 kmpl,1199 CC,74 bhp,5.0,,3
2409,Honda Amaze S i-Dtech,I,2013,57000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3
2410,Ford Figo 2015-2019 1.5P Titanium AT,B,2017,16000,Petrol,Automatic,First,17.01 kmpl,1499 CC,110.4 bhp,5.0,,3
2411,Honda Amaze EX i-Dtech,G,2013,70961,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3
2412,Maruti Swift VXI Optional,H,2017,31696,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5.0,,3
2413,Maruti Ciaz VDi Plus SHVS,J,2017,25000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,4
2414,Hyundai Verna 1.6 SX VTVT,B,2014,11000,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,,3
2415,Skoda Laura 1.9 TDI AT Ambiente,I,2012,45000,Diesel,Automatic,First,17.0 kmpl,1896 CC,105 bhp,5.0,,3
2416,Maruti Baleno Alpha 1.3,I,2016,29000,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5.0,,3
2417,Skoda Rapid 1.5 TDI AT Ambition,L,2015,60001,Diesel,Automatic,First,21.66 kmpl,1498 CC,103.52 bhp,5.0,,4
2418,Tata Manza Aqua Quadrajet BS IV,E,2014,50446,Diesel,Manual,First,21.12 kmpl,1248 CC,88.8 bhp,5.0,,3
2419,Fiat Avventura MULTIJET Emotion,C,2014,52782,Diesel,Manual,First,20.5 kmpl,1248 CC,91.72 bhp,5.0,,3
2420,Maruti Alto K10 VXI,K,2011,64357,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,,4.7,2
2421,Maruti Ciaz ZXi Plus,D,2015,30000,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5.0,,3
2422,Renault Fluence 2.0,G,2011,63000,Petrol,Automatic,First,13.4 kmpl,,135.1 bhp,5.0,,3
2423,Toyota Corolla Altis 1.8 VL CVT,H,2018,28321,Petrol,Automatic,First,14.28 kmpl,1798 CC,138.03 bhp,5.0,23.25,5
2424,Mercedes-Benz B Class B180,H,2014,42070,Petrol,Automatic,First,14.8 kmpl,1595 CC,120.7 bhp,5.0,,4
2425,Audi Q3 35 TDI Quattro Premium Plus,E,2016,58661,Diesel,Automatic,First,15.17 kmpl,1968 CC,181 bhp,5.0,48.64,5
2426,Honda City i DTEC S,E,2017,65792,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,,,4
2427,Hyundai i20 Asta Option 1.2,H,2017,58620,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,3
2428,Chevrolet Cruze LTZ AT,L,2011,60000,Diesel,Automatic,First,18.1 kmpl,1991 CC,147.9 bhp,4.0,,3
2429,Honda Jazz 1.5 VX i DTEC,C,2017,27000,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5.0,,4
2430,Hyundai i20 Active 1.2 SX,E,2017,35043,Petrol,Manual,First,17.19 kmpl,1197 CC,81.86 bhp,5.0,,4
2431,Hyundai i20 Magna Optional 1.4 CRDi,B,2014,12400,Diesel,Manual,First,21.9 kmpl,1396 CC,88.8 bhp,5.0,,3
2432,Tata Indica Vista Quadrajet VX,F,2012,137800,Diesel,Manual,First,22.3 kmpl,1248 CC,74 bhp,5.0,,2
2433,Ford Fiesta 1.4 Duratorq EXI,D,2006,89327,Diesel,Manual,,17.8 kmpl,1399 CC,68 bhp,5.0,,1
2434,Mahindra XUV500 W8 2WD,H,2013,61591,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,3
2435,Ford Figo Aspire 1.2 Ti-VCT Trend,E,2017,28854,Petrol,Manual,First,18.16 kmpl,1196 CC,86.8 bhp,5.0,,3
2436,Tata Tiago 1.2 Revotron XT,H,2017,15386,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5.0,5.56,3
2437,Maruti Ertiga ZXI,B,2014,13361,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,7.0,,3
2438,Hyundai Elantra CRDi SX AT,L,2016,22000,Diesel,Automatic,First,19.5 kmpl,1582 CC,126.24 bhp,5.0,,5
2439,Hyundai Verna 1.6 CRDi SX,I,2017,25000,Diesel,Manual,First,23.9 kmpl,1582 CC,126.2 bhp,5.0,,4
2440,BMW 3 Series 320d GT Luxury Line,B,2017,8000,Diesel,Automatic,First,19.59 kmpl,1995 CC,187.74 bhp,5.0,,5
2441,Mahindra Xylo E4,B,2011,76000,Diesel,Manual,Second,14.0 kmpl,2498 CC,112 bhp,7.0,,3
2442,,B,2010,72000,CNG,Manual,First,26.6 kmpl,998 CC,58.16 bhp,5.0,,1
2443,Hyundai i10 Magna 1.1,H,2017,52340,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,3
2444,Honda City 1.5 V AT,C,2012,60000,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5.0,,3
2445,Honda Jazz 1.2 V CVT i VTEC,J,2015,27000,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5.0,,3
2446,Volkswagen Polo 1.5 TDI Trendline,J,2014,32400,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5.0,,3
2447,Maruti Vitara Brezza VDi,I,2017,35000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,9.46,3
2448,Hyundai Grand i10 AT Asta,B,2015,29631,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5.0,,3
2449,Hyundai i20 1.2 Magna,I,2010,18000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5.0,,2
2450,Toyota Corolla Altis 1.8 Limited Edition,B,2015,49000,Petrol,Manual,First,14.28 kmpl,1798 CC,138.03 bhp,5.0,,4
2451,Honda Amaze S i-Vtech,J,2015,52516,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,3
2452,Renault Duster 110PS Diesel RxZ AMT,E,2017,34686,Diesel,Automatic,First,,1461 CC,108.45 bhp,5.0,15.05,4
2453,Hyundai Santro Xing GLS,K,2008,46000,Petrol,Manual,Second,17.92 kmpl,1086 CC,62.1 bhp,5.0,,2
2454,Audi A4 2.0 TDI,B,2013,45200,Diesel,Automatic,First,16.55 kmpl,1968 CC,147.51 bhp,5.0,,4
2455,Nissan Sunny 2011-2014 Diesel XV,B,2013,47000,Diesel,Manual,First,21.64 kmpl,1461 CC,,5.0,,3
2456,Hyundai Creta 1.6 SX Option Diesel,E,2017,101065,Diesel,Manual,First,20.5 kmpl,1582 CC,126.2 bhp,5.0,19.18,4
2457,Honda BR-V i-VTEC S MT,C,2017,9000,Petrol,Manual,First,15.4 kmpl,1497 CC,117.3 bhp,7.0,12.51,4
,Audi A4 2.0 TDI 177 Bhp Premium Plus,E,2015,32205,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,,5
2459,Mahindra XUV500 W8 2WD,K,2014,55000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,4
2460,Toyota Corolla H4,D,2004,105000,Petrol,Automatic,Second,11.3 kmpl,1794 CC,125 bhp,5.0,,2
2461,Ford EcoSport 1.5 Ti VCT AT Titanium,B,2015,23000,Petrol,Automatic,First,15.63 kmpl,1499 CC,110.4 bhp,5.0,,3
2462,Jaguar XF 2.2 Litre Luxury,E,2015,44194,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5.0,,5
2463,Hyundai Santro GLS II - Euro II,H,2012,66400,Petrol,Manual,First,0.0 kmpl,,,,,2
2464,Honda Amaze S i-Dtech,L,2014,61297,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3
2465,Nissan Sunny 2011-2014 Diesel XL,D,2012,150000,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5.0,,3
2466,Honda Jazz S,H,2010,82606,Petrol,Manual,Second,16.0 kmpl,1198 CC,90 bhp,5.0,,2
2467,Honda Accord 2.4 M/T,J,2012,64709,Petrol,Manual,Second,12.8 kmpl,2354 CC,177.6 bhp,5.0,,3
2468,Mini Cooper Convertible S,H,2017,20469,Petrol,Automatic,First,16.82 kmpl,1998 CC,189.08 bhp,4.0,44.28,5
2469,Hyundai Grand i10 Asta,D,2013,90000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,3
2470,Audi Q5 2008-2012 2.0 TDI,K,2011,53000,Diesel,Automatic,First,12.8 kmpl,1968 CC,167.6 bhp,5.0,,5
2471,Mitsubishi Montero 3.2 GLS,D,2007,179032,Diesel,Manual,First,11.56 kmpl,3200 CC,199.3 bhp,7.0,,4
2472,Ford Figo Diesel ZXI,E,2015,92885,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,,3
2473,Ford EcoSport 1.5 Petrol Titanium Plus AT,E,2018,27852,Petrol,Automatic,First,14.8 kmpl,1497 CC,121.36 bhp,5.0,14.1,4
2474,Maruti Baleno Zeta Automatic,C,2016,27809,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,3
2475,Hyundai Elantra CRDi SX,I,2014,45000,Diesel,Manual,First,22.7 kmpl,1582 CC,,5.0,,3
2476,Maruti Celerio VXI AT,K,2014,49800,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,3
2477,Mahindra Scorpio 2.6 SLX CRDe,F,2006,92000,Diesel,Manual,First,10.5 kmpl,2179 CC,120 bhp,8.0,,3
2478,,I,2011,46000,Petrol,Manual,First,15.26 kmpl,1598 CC,103.5 bhp,5.0,,2
2479,Datsun redi-GO T Option,K,2016,20487,Petrol,Manual,First,22.7 kmpl,799 CC,53.64 bhp,5.0,4.37,2
2480,Volkswagen Polo GT TSI,B,2016,28000,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.5 bhp,5.0,11.26,4
2481,Maruti Baleno RS Petrol,E,2018,26731,Petrol,Manual,First,21.1 kmpl,998 CC,100 bhp,5.0,10.89,4
2482,Tata Indica Vista Quadrajet VX,D,2012,120000,Diesel,Manual,Second,22.3 kmpl,1248 CC,74 bhp,5.0,,2
2483,Honda Amaze VX i-DTEC,I,2013,38001,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3
2484,Hyundai Verna 1.6 SX VTVT (O),J,2013,52000,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5.0,,3
2485,Volkswagen Vento 1.5 TDI Highline,B,2013,49105,Diesel,Manual,First,20.34 kmpl,1498 CC,103.2 bhp,5.0,,3
2486,Audi A6 2011-2015 35 TDI Technology,B,2015,42000,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,5
2487,Maruti Swift 1.3 VXi,D,2006,97800,Petrol,Manual,Third,16.1 kmpl,,,,,1
2488,Maruti Swift VXI,J,2015,62088,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5.0,,3
2489,Maruti Wagon R LXI Optional,I,2014,25000,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5.0,,2
2490,Honda Jazz 1.2 S i VTEC,B,2015,31000,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,,3
2491,Ford Figo Diesel Titanium,F,2015,36000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5.0,,3
2492,Tata Indigo CS eVX,G,2016,65000,Diesel,Manual,First,25.0 kmpl,1396 CC,69.01 bhp,5.0,,2
2493,Honda Mobilio S i VTEC,I,2015,26000,Petrol,Manual,First,17.3 kmpl,1497 CC,117.3 bhp,7.0,,3
2494,Skoda Superb Elegance 1.8 TSI MT,C,2014,136000,Petrol,Manual,First,13.1 kmpl,1798 CC,157.75 bhp,5.0,,4
2495,Honda Amaze S i-Dtech,H,2016,46983,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3
2496,Tata Zest Quadrajet 1.3 XT,E,2018,38310,Diesel,Manual,First,20.65 kmpl,1248 CC,88.7 bhp,5.0,10.06,3
2497,Volkswagen Polo 1.2 MPI Highline,B,2016,7523,Petrol,Manual,First,16.2 kmpl,1199 CC,74 bhp,5.0,,3
2498,Ford Figo Diesel ZXI,F,2013,71336,,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,,3
2499,Porsche Panamera Diesel,F,2013,40000,Diesel,Automatic,,17.85 kmpl,2967 CC,300 bhp,4.0,,5
2500,Maruti Wagon R VXI,I,2013,32000,Petrol,Manual,First,22.5 kmpl,998 CC,,5.0,5.29,2
2501,Mahindra XUV500 W8 2WD,,2014,58000,Diesel,,First,15.1 kmpl,2179 CC,140 bhp,7.0,,4
2502,Volkswagen Polo GT TDI,C,2014,68865,Diesel,Manual,First,15.11 kmpl,1598 CC,103.6 bhp,5.0,,3
2503,,J,2014,42000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,,3
2504,Audi A8 L 3.0 TDI quattro,J,2012,56000,Diesel,Automatic,First,11.8 kmpl,2967 CC,246.7 bhp,5.0,,5
2505,Maruti Dzire VXI,I,2011,46687,Petrol,Manual,First,22.0 kmpl,1197 CC,81.80 bhp,5.0,7.3,2
2506,Tata Indica V2 eLX,C,2017,49000,Diesel,Manual,Second,25.0 kmpl,1396 CC,69 bhp,5.0,,1
2507,BMW 7 Series 730Ld Sedan,B,2007,75000,Diesel,Automatic,Second,16.46 kmpl,2993 CC,258 bhp,5.0,,4
2508,Maruti Ertiga VDI Limited Edition,D,2015,153000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7.0,,3
2509,Honda City V MT,B,2011,84000,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5.0,,2
2510,Toyota Innova 2.5 V Diesel 8-seater,F,2009,135000,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,8.0,,4
2511,Maruti Alto LXi,I,2010,38127,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,1
2512,Mercedes-Benz E-Class 280 CDI,C,2009,100000,Diesel,Automatic,First,11.0 kmpl,2987 CC,198.5 bhp,5.0,,4
2513,Mercedes-Benz R-Class R350 4Matic Long,B,2011,82000,Petrol,Automatic,Second,11.8 kmpl,3498 CC,272 bhp,7.0,,5
2514,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,E,2018,29161,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,,5
2515,Renault KWID RXL,H,2017,24214,Petrol,Manual,Second,25.17 kmpl,799 CC,53.3 bhp,5.0,3.95,3
2516,Ford Freestyle Titanium Petrol,B,2007,1261,Petrol,Manual,First,19.0 kmpl,1194 CC,94.68 bhp,5.0,8.12,3
2517,Audi A6 2011-2015 35 TDI Technology,E,2017,41041,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,5
2518,Hyundai i10 Magna 1.2,D,2012,55231,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2
2519,Hyundai Santro GS zipDrive - Euro II,D,2002,67000,Petrol,Manual,Third,0.0 kmpl,999 CC,,5.0,,1
2520,Honda Amaze S i-Dtech,J,2014,66000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3
2521,Toyota Fortuner 4x2 Manual,G,2016,73053,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7.0,,5
2522,Skoda Octavia Classic 1.9 TDI MT,I,2002,69000,Diesel,Manual,First,18.7 kmpl,1896 CC,66 bhp,5.0,,1
2523,Honda Amaze VX O i VTEC,B,2016,9000,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,3
2524,Chevrolet Beat Diesel LT,B,2013,74000,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5.0,,2
2525,Maruti Wagon R VXI,I,2016,16956,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5.0,5.29,3
2526,Hyundai i20 Sportz 1.4 CRDi,,2015,26000,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,,3
2527,Volvo XC60 D5,F,2015,100000,Diesel,Automatic,First,13.5 kmpl,2400 CC,215 bhp,5.0,,5
2528,Hyundai Grand i10 AT Asta,C,2015,32000,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5.0,,3
2529,Toyota Etios Liva GD,E,2013,62601,Diesel,Manual,First,23.59 kmpl,1364 CC,,5.0,,3
2530,Maruti Zen LXi - BS III,C,2006,67196,Petrol,Manual,First,17.3 kmpl,993 CC,60 bhp,5.0,,1
2531,Skoda Laura 1.8 TSI Ambiente,C,2011,31900,Petrol,Manual,First,13.4 kmpl,1798 CC,157.8 bhp,5.0,,3
2532,Ford Figo Diesel Titanium,C,2011,95000,Diesel,Manual,Third,20.0 kmpl,1399 CC,68 bhp,5.0,,2
2533,Volkswagen Polo Petrol Trendline 1.2L,F,2013,76476,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,3
2534,Ford EcoSport 1.5 Ti VCT MT Signature,D,2018,13900,Petrol,Manual,First,18.88 kmpl,1499 CC,110.4 bhp,5.0,,4
2535,Hyundai Xcent 1.2 CRDi S,I,2017,51000,Diesel,Manual,First,25.4 kmpl,1186 CC,73.97 bhp,5.0,8.23,3
2536,Volkswagen Vento Magnific 1.6 Comfortline,B,2013,,Petrol,Manual,First,15.04 kmpl,1598 CC,103.2 bhp,5.0,,3
2537,Honda Jazz V CVT,B,2017,17978,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5.0,10.1,3
2538,Honda Amaze S AT i-Vtech,C,2014,49112,Petrol,Automatic,Second,15.5 kmpl,1198 CC,86.7 bhp,5.0,,3
2539,Audi A4 35 TDI Premium,E,2016,,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,,5
2540,Volkswagen Polo Diesel Comfortline 1.2L,I,2012,52000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,2
2541,Maruti Alto K10 VXI,H,2015,23876,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5.0,4.09,3
,Maruti Ertiga ZDI,L,2013,67443,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7.0,,3
2543,Hyundai Verna 1.6 SX VTVT (O) AT,B,2013,44000,Petrol,Automatic,First,17.1 kmpl,1591 CC,,5.0,,3
2544,Mahindra Xylo D4 BSIV,G,2012,55000,Diesel,Manual,Second,14.0 kmpl,2498 CC,112 bhp,8.0,,2
2545,Hyundai Verna 1.6 CRDI,B,2011,74000,Diesel,Manual,Second,22.32 kmpl,1582 CC,126.3 bhp,5.0,,3
2546,Land Rover Range Rover 3.0 D,B,2003,75000,Diesel,Automatic,Second,0.0 kmpl,,,,,5
2547,Renault Duster Petrol RxL,C,2013,20000,Petrol,Manual,First,13.24 kmpl,1598 CC,102.57 bhp,5.0,,3
2548,Maruti Swift Dzire 1.2 Lxi BSIV,G,2012,75451,Petrol,Manual,First,17.5 kmpl,1197 CC,85.8 bhp,5.0,,3
2549,,G,2009,88000,Petrol,Automatic,First,11.1 kmpl,2354 CC,142 bhp,5.0,,3
2550,,B,2017,26000,Diesel,Manual,First,23.65 kmpl,1248 CC,88.5 bhp,,,4
2551,Nissan Terrano XL 110 PS,B,2014,50000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.5 bhp,5.0,,3
2552,Hyundai i20 Asta 1.2,I,2015,41000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,3
2553,Mercedes-Benz E-Class 2009-2013 E 250 Elegance,K,2010,83000,Petrol,Automatic,First,10.93 kmpl,2497 CC,204 bhp,5.0,,5
2554,Ford Mustang V8,H,2018,21290,Petrol,Automatic,First,13.0 kmpl,4951 CC,395 bhp,4.0,83.92,5
2555,Maruti Swift Dzire 1.2 Vxi BSIV,J,2010,72425,Petrol,Manual,Second,17.5 kmpl,1197 CC,85.8 bhp,5.0,,2
2556,Hyundai EON D Lite Plus,I,2014,26008,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,1
2557,Hyundai i20 Asta 1.2,B,2015,42575,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,3
2558,Toyota Innova Crysta 2.8 ZX AT,F,2017,35358,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,26.56,5
2559,Mercedes-Benz M-Class ML 250 CDI,I,2015,58589,Diesel,Automatic,First,15.26 kmpl,2143 CC,203.2 bhp,5.0,,5
2560,,G,2015,24398,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,,4
2561,Audi A4 2.0 TDI,I,2012,47346,Diesel,Automatic,First,16.55 kmpl,1968 CC,,5.0,,4
2562,BMW 3 Series 320d M Sport,B,2016,38000,Diesel,Automatic,First,22.69 kmpl,,190 bhp,5.0,,5
2563,Maruti Swift ZDi,G,2011,120000,Diesel,Manual,Second,22.9 kmpl,1248 CC,74 bhp,5.0,,2
2564,Skoda Yeti Ambition 4WD,C,2011,97000,Diesel,Manual,First,17.67 kmpl,1968 CC,138.08 bhp,5.0,,3
2565,Hyundai i20 Sportz 1.2,E,2016,16725,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,3
